review_id,review,rating,date,bank,source,sentiment_label,sentiment_score,identified_theme
593,"Awesome banking experience, fast navigation and secure transfers.",4,2026-05-02,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
594,Where is the fingerprint login? Typing my long password every time is annoying.,1,2026-01-01,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
595,Where is the fingerprint login? Typing my long password every time is annoying.,1,2026-04-30,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
596,Failed transfers. System says network error but my balance was deducted.,1,2026-02-17,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
597,"Great user interface, clean design, but login error pops up frequently.",2,2026-04-01,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
598,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-01-27,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
599,"Amole app has a great interface, very clean and navigable navigation.",4,2026-03-07,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
600,"Great user interface, clean design, but login error pops up frequently.",3,2026-02-07,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
601,Very slow transfer loading times today. App kept crashing during payments.,1,2026-03-17,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
602,Smooth transfers and quick notifications. Highly recommended.,4,2026-04-28,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
603,Very slow transfer loading times today. App kept crashing during payments.,2,2026-03-16,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
604,"Awesome banking experience, fast navigation and secure transfers.",4,2026-02-02,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
605,Very slow transfer loading times today. App kept crashing during payments.,2,2026-03-11,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
606,Please add biometric authentication like fingerprint sign in.,4,2026-05-07,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
607,"Amole app has a great interface, very clean and navigable navigation.",3,2026-01-18,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
608,"Awesome banking experience, fast navigation and secure transfers.",4,2026-03-23,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
609,Where is the fingerprint login? Typing my long password every time is annoying.,3,2026-03-18,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
610,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-03-02,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
611,I did not receive the OTP token. Stuck on login screen for hours.,2,2026-04-07,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
612,Where is the fingerprint login? Typing my long password every time is annoying.,3,2026-03-14,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
613,Please add biometric authentication like fingerprint sign in.,4,2026-03-18,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
614,"Amole app has a great interface, very clean and navigable navigation.",5,2026-01-24,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
615,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-01-31,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
616,BOA Live is beautiful but it crashes constantly after the latest update.,3,2026-03-02,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
617,"Amole app has a great interface, very clean and navigable navigation.",5,2026-01-06,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
618,I did not receive the OTP token. Stuck on login screen for hours.,2,2026-04-19,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
619,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-03-29,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
620,"Great user interface, clean design, but login error pops up frequently.",4,2026-04-24,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
621,Where is the fingerprint login? Typing my long password every time is annoying.,2,2026-03-03,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
622,"Great user interface, clean design, but login error pops up frequently.",2,2026-02-14,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
623,Please add biometric authentication like fingerprint sign in.,3,2026-04-18,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
624,"Great user interface, clean design, but login error pops up frequently.",4,2026-02-02,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
625,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-01-01,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
626,Very slow transfer loading times today. App kept crashing during payments.,2,2026-04-09,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
627,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-03-07,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
628,"Amole app has a great interface, very clean and navigable navigation.",5,2026-03-26,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
629,"Excellent app! Transfer speed is fantastic, love the security updates.",4,2026-02-02,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
630,Very slow transfer loading times today. App kept crashing during payments.,1,2026-04-12,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
631,Please add biometric authentication like fingerprint sign in.,4,2026-01-12,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
632,"Very poor customer support, my transaction is pending and chat bot is useless.",2,2026-04-20,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
633,"Awesome banking experience, fast navigation and secure transfers.",5,2026-03-22,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
634,Smooth transfers and quick notifications. Highly recommended.,4,2026-04-14,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
635,Failed transfers. System says network error but my balance was deducted.,1,2026-02-07,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
636,Very slow transfer loading times today. App kept crashing during payments.,2,2026-01-25,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
637,Failed transfers. System says network error but my balance was deducted.,2,2026-03-20,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
638,Failed transfers. System says network error but my balance was deducted.,2,2026-02-05,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
639,"Amole app has a great interface, very clean and navigable navigation.",3,2026-02-12,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
640,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-01-26,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
641,Where is the fingerprint login? Typing my long password every time is annoying.,3,2026-01-18,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
642,BOA Live is beautiful but it crashes constantly after the latest update.,1,2026-04-29,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
643,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-04-13,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
644,"Great user interface, clean design, but login error pops up frequently.",4,2026-01-28,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
645,"Awesome banking experience, fast navigation and secure transfers.",5,2026-02-02,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
646,BOA Live is beautiful but it crashes constantly after the latest update.,3,2026-02-20,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
647,"Great user interface, clean design, but login error pops up frequently.",4,2026-04-16,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
648,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-01-15,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
649,Smooth transfers and quick notifications. Highly recommended.,4,2026-05-05,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
650,Smooth transfers and quick notifications. Highly recommended.,5,2026-02-13,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
651,"Excellent app! Transfer speed is fantastic, love the security updates.",4,2026-01-30,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
652,Very slow transfer loading times today. App kept crashing during payments.,1,2026-01-18,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
653,BOA Live is beautiful but it crashes constantly after the latest update.,1,2026-02-22,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
654,Failed transfers. System says network error but my balance was deducted.,1,2026-04-06,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
655,"Great user interface, clean design, but login error pops up frequently.",3,2026-03-15,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
656,"Awesome banking experience, fast navigation and secure transfers.",5,2026-03-27,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
657,Very slow transfer loading times today. App kept crashing during payments.,2,2026-04-29,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
658,"Great user interface, clean design, but login error pops up frequently.",3,2026-01-23,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
659,BOA Live is beautiful but it crashes constantly after the latest update.,1,2026-04-14,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
660,Smooth transfers and quick notifications. Highly recommended.,5,2026-01-14,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
661,Smooth transfers and quick notifications. Highly recommended.,4,2026-04-18,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
662,Please add biometric authentication like fingerprint sign in.,2,2026-04-18,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
663,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-01-27,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
664,BOA Live is beautiful but it crashes constantly after the latest update.,2,2026-02-02,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
665,"Great user interface, clean design, but login error pops up frequently.",3,2026-01-02,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
666,"Amole app has a great interface, very clean and navigable navigation.",5,2026-04-10,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
667,Failed transfers. System says network error but my balance was deducted.,1,2026-03-22,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
668,Please add biometric authentication like fingerprint sign in.,4,2026-03-15,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
669,Please add biometric authentication like fingerprint sign in.,4,2026-04-29,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
670,BOA Live is beautiful but it crashes constantly after the latest update.,1,2026-05-09,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
671,Smooth transfers and quick notifications. Highly recommended.,5,2026-02-04,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
672,Very slow transfer loading times today. App kept crashing during payments.,2,2026-04-15,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
673,"Awesome banking experience, fast navigation and secure transfers.",4,2026-04-18,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
674,Please add biometric authentication like fingerprint sign in.,2,2026-03-24,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
675,"Great user interface, clean design, but login error pops up frequently.",4,2026-03-21,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
676,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-05-11,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
677,"Awesome banking experience, fast navigation and secure transfers.",4,2026-01-03,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
678,"Very poor customer support, my transaction is pending and chat bot is useless.",2,2026-04-24,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
679,"Very poor customer support, my transaction is pending and chat bot is useless.",2,2026-01-21,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
680,"Awesome banking experience, fast navigation and secure transfers.",5,2026-03-03,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
681,"Awesome banking experience, fast navigation and secure transfers.",5,2026-02-16,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
682,"Excellent app! Transfer speed is fantastic, love the security updates.",4,2026-02-12,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
683,"Great user interface, clean design, but login error pops up frequently.",2,2026-01-24,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
684,BOA Live is beautiful but it crashes constantly after the latest update.,3,2026-03-15,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
685,"Excellent app! Transfer speed is fantastic, love the security updates.",4,2026-01-26,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
686,Please add biometric authentication like fingerprint sign in.,4,2026-02-12,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
687,Please add biometric authentication like fingerprint sign in.,4,2026-04-06,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
688,"Great user interface, clean design, but login error pops up frequently.",2,2026-01-17,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
689,Please add biometric authentication like fingerprint sign in.,4,2026-02-27,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
690,BOA Live is beautiful but it crashes constantly after the latest update.,3,2026-05-02,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
691,BOA Live is beautiful but it crashes constantly after the latest update.,2,2026-02-08,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
692,Failed transfers. System says network error but my balance was deducted.,2,2026-04-25,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
693,Where is the fingerprint login? Typing my long password every time is annoying.,3,2026-04-05,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
694,Smooth transfers and quick notifications. Highly recommended.,5,2026-02-07,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
695,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-02-08,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
696,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-02-24,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
697,Smooth transfers and quick notifications. Highly recommended.,5,2026-03-29,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
698,BOA Live is beautiful but it crashes constantly after the latest update.,3,2026-01-27,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
699,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-01-15,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
700,BOA Live is beautiful but it crashes constantly after the latest update.,1,2026-02-11,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
701,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-04-20,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
702,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-04-03,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
703,Very slow transfer loading times today. App kept crashing during payments.,1,2026-02-05,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
704,"Awesome banking experience, fast navigation and secure transfers.",5,2026-04-24,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
705,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-03-28,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
706,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-03-31,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
707,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-03-01,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
708,BOA Live is beautiful but it crashes constantly after the latest update.,3,2026-04-26,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
709,Failed transfers. System says network error but my balance was deducted.,1,2026-03-08,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
710,Please add biometric authentication like fingerprint sign in.,3,2026-03-21,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
711,Please add biometric authentication like fingerprint sign in.,3,2026-02-21,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
712,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-01-28,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
713,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-04-05,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
714,"Great user interface, clean design, but login error pops up frequently.",3,2026-05-07,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
715,"Great user interface, clean design, but login error pops up frequently.",3,2026-04-23,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
716,Where is the fingerprint login? Typing my long password every time is annoying.,1,2026-03-11,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
717,"Great user interface, clean design, but login error pops up frequently.",4,2026-03-09,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
718,"Great user interface, clean design, but login error pops up frequently.",2,2026-01-13,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
719,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-02-09,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
720,Please add biometric authentication like fingerprint sign in.,4,2026-03-28,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
721,"Great user interface, clean design, but login error pops up frequently.",2,2026-01-25,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
722,Failed transfers. System says network error but my balance was deducted.,2,2026-01-23,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
723,Failed transfers. System says network error but my balance was deducted.,1,2026-03-10,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
724,Failed transfers. System says network error but my balance was deducted.,1,2026-02-28,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
725,Smooth transfers and quick notifications. Highly recommended.,5,2026-02-27,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
726,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-01-15,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
727,"Awesome banking experience, fast navigation and secure transfers.",5,2026-02-03,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
728,Very slow transfer loading times today. App kept crashing during payments.,1,2026-02-02,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
729,"Awesome banking experience, fast navigation and secure transfers.",5,2026-03-07,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
730,"Amole app has a great interface, very clean and navigable navigation.",5,2026-04-20,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
731,"Great user interface, clean design, but login error pops up frequently.",2,2026-01-10,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
732,Very slow transfer loading times today. App kept crashing during payments.,1,2026-04-08,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
733,Where is the fingerprint login? Typing my long password every time is annoying.,3,2026-01-16,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
734,Very slow transfer loading times today. App kept crashing during payments.,2,2026-01-23,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
735,Smooth transfers and quick notifications. Highly recommended.,5,2026-03-22,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
736,Where is the fingerprint login? Typing my long password every time is annoying.,1,2026-01-19,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
737,"Great user interface, clean design, but login error pops up frequently.",2,2026-05-07,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
738,"Awesome banking experience, fast navigation and secure transfers.",5,2026-03-08,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
739,Smooth transfers and quick notifications. Highly recommended.,5,2026-01-26,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
740,Very slow transfer loading times today. App kept crashing during payments.,2,2026-04-17,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
741,Please add biometric authentication like fingerprint sign in.,4,2026-02-04,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
742,BOA Live is beautiful but it crashes constantly after the latest update.,3,2026-03-30,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
743,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-03-28,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
744,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-01-22,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
745,Please add biometric authentication like fingerprint sign in.,2,2026-01-06,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
746,Failed transfers. System says network error but my balance was deducted.,1,2026-04-20,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
747,Failed transfers. System says network error but my balance was deducted.,1,2026-03-11,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
748,Failed transfers. System says network error but my balance was deducted.,1,2026-04-25,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
749,Very slow transfer loading times today. App kept crashing during payments.,1,2026-04-25,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
750,BOA Live is beautiful but it crashes constantly after the latest update.,2,2026-04-05,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
751,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-04-15,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
752,"Great user interface, clean design, but login error pops up frequently.",4,2026-02-07,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
753,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-02-09,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
754,Please add biometric authentication like fingerprint sign in.,4,2026-01-26,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
755,"Awesome banking experience, fast navigation and secure transfers.",4,2026-02-19,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
756,"Great user interface, clean design, but login error pops up frequently.",3,2026-02-18,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
757,"Awesome banking experience, fast navigation and secure transfers.",4,2026-04-20,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
758,"Amole app has a great interface, very clean and navigable navigation.",5,2026-02-07,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
759,"Awesome banking experience, fast navigation and secure transfers.",4,2026-01-20,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
760,Where is the fingerprint login? Typing my long password every time is annoying.,2,2026-04-21,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
761,Where is the fingerprint login? Typing my long password every time is annoying.,3,2026-01-07,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
762,BOA Live is beautiful but it crashes constantly after the latest update.,2,2026-03-10,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
763,Failed transfers. System says network error but my balance was deducted.,2,2026-02-28,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
764,"Great user interface, clean design, but login error pops up frequently.",2,2026-01-14,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
765,Please add biometric authentication like fingerprint sign in.,2,2026-02-25,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
766,"Awesome banking experience, fast navigation and secure transfers.",5,2026-02-01,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
767,"Excellent app! Transfer speed is fantastic, love the security updates.",4,2026-01-09,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
768,"Great user interface, clean design, but login error pops up frequently.",4,2026-01-15,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
769,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-02-22,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
770,"Amole app has a great interface, very clean and navigable navigation.",4,2026-01-14,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
771,Very slow transfer loading times today. App kept crashing during payments.,1,2026-03-31,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
772,Failed transfers. System says network error but my balance was deducted.,1,2026-04-28,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
773,Please add biometric authentication like fingerprint sign in.,4,2026-03-11,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
774,"Amole app has a great interface, very clean and navigable navigation.",5,2026-01-12,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
775,"Awesome banking experience, fast navigation and secure transfers.",5,2026-02-23,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
776,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-02-19,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
777,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-05-05,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
778,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-03-16,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
779,BOA Live is beautiful but it crashes constantly after the latest update.,2,2026-03-25,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
780,Please add biometric authentication like fingerprint sign in.,3,2026-01-12,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
781,Where is the fingerprint login? Typing my long password every time is annoying.,3,2026-04-19,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
782,Please add biometric authentication like fingerprint sign in.,3,2026-03-27,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
783,"Awesome banking experience, fast navigation and secure transfers.",5,2026-04-02,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
784,BOA Live is beautiful but it crashes constantly after the latest update.,1,2026-04-19,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
785,Please add biometric authentication like fingerprint sign in.,4,2026-01-08,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
786,I did not receive the OTP token. Stuck on login screen for hours.,2,2026-03-24,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
787,"Awesome banking experience, fast navigation and secure transfers.",4,2026-03-10,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
788,Failed transfers. System says network error but my balance was deducted.,1,2026-05-06,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
789,Failed transfers. System says network error but my balance was deducted.,2,2026-01-24,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
790,"Awesome banking experience, fast navigation and secure transfers.",5,2026-01-27,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
791,Smooth transfers and quick notifications. Highly recommended.,5,2026-01-13,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
792,Failed transfers. System says network error but my balance was deducted.,2,2026-03-05,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
793,I did not receive the OTP token. Stuck on login screen for hours.,2,2026-01-08,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
794,Very slow transfer loading times today. App kept crashing during payments.,2,2026-03-23,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
795,"Awesome banking experience, fast navigation and secure transfers.",4,2026-04-05,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
796,Very slow transfer loading times today. App kept crashing during payments.,1,2026-04-24,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
797,Please add biometric authentication like fingerprint sign in.,3,2026-03-20,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
798,BOA Live is beautiful but it crashes constantly after the latest update.,2,2026-02-15,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
799,"Awesome banking experience, fast navigation and secure transfers.",5,2026-01-27,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
800,BOA Live is beautiful but it crashes constantly after the latest update.,3,2026-02-04,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
801,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-01-30,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
802,Smooth transfers and quick notifications. Highly recommended.,5,2026-05-03,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
803,Please add biometric authentication like fingerprint sign in.,3,2026-01-29,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
804,Please add biometric authentication like fingerprint sign in.,3,2026-02-03,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
805,"Great user interface, clean design, but login error pops up frequently.",4,2026-01-11,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
806,Very slow transfer loading times today. App kept crashing during payments.,2,2026-01-23,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
807,Smooth transfers and quick notifications. Highly recommended.,5,2026-03-21,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
